dx_id	name	created_by	created
project-G3Z5Gg84817z80j9KVYfbyYX	003_200709_Dias38-Zetta	user-garnerm	2021-07-09
project-FxXPF5Q4Bjkb1fKKPZf598Gq	003_200918_Archive	user-jwahn	2020-09-18
project-FkgzfQj41qx947X4PK46VZ0Z	003_200316_DiasValidation	user-jwahn	2020-03-16
project-Fkj26kj4YB1GkZzQ3gPgzjP4	003_200313_CheckNA12878	user-jwahn	2020-03-17
project-FkkYzz842vq633kP8YkjQg62	003_200319_ReRunPicard	user-jwahn	2020-03-19
project-FkyzZkQ4pPv6pg2f5GXvvzp4	003_200327_BCL2FASTQ_2.17_2.19	user-jwahn	2020-03-27
project-FkxxQXQ49yb28qz5J0959p71	003_200306_K00178_0254_AHGGF7BBXY	user-jwahn	2020-03-25
project-Fp29FJ84q2Bk74qz73885vQB	003_200401_nirvana2vcf	user-garnerm	2020-04-01
project-Fp2zVZ04qz9pX61X8fpYVvPb	003_191212_Myeloid	user-ykim	2020-04-02
project-Fp46gF84qBzf2QgZGXzXFP9z	003_200404_PicardQC_App_Dev	user-jwahn	2020-04-04
project-Fp6BqPj48BQXy4pxGQfKKyfQ	003_200407_Sentieon_applet_test_201808.08	user-jwahn	2020-04-07
project-Fp6v51j4Q0B35P1X2QFPF6XJ	003_200408_Mutect2	user-jwahn	2020-04-08
project-FpYQyf84kZPP69325G4BzZjf	003_200427_update_runfolders	user-garnerm	2020-04-27
project-FkxxV104p9pfPG1f8z44v05B	003_200306_K00178_0255_BHGGH5BBXY	user-jwahn	2020-03-25
project-FpFXJ7Q4yjFQVkB8KzPQ494j	003_200415_DiasWorkflow	user-garnerm	2020-04-15
project-FpfZJY04gGq2q0j8JYfV40F2	003_200502_NirvanaUpdate	user-garnerm	2020-05-02
project-FpZjJ8j42Bbj1YgFGjyx2z69	003_200429_vcf2xls_validation	user-ykim	2020-04-29
project-Fp2kj7Q4ZYJFz0vKFvbBq08Q	003_200403_vcf2xlsnirvana	user-garnerm	2020-04-02
project-Fq16v8Q4XPg8pz98KzGX3XgF	003_200518_vcf2xls_validation	user-ykim	2020-05-18
project-Fq1xjzj46JFv18xv1kXp29Gj	003_200519_dias_ss_test	user-garnerm	2020-05-19
project-Fq3G3Qj42qG3xQxq2Y9444GK	003_200521_dias_workflow_testing	user-garnerm	2020-05-21
project-Fq60fgj47X04jb4kPZXFvZGq	003_200525_inheritedcancer	user-garnerm	2020-05-25
project-FpG6p8j4ZY3X4KGQB9KK5zZf	003_200416_SentieonPicardMultiQC	user-pyattc	2020-04-16
project-Fq6QvGj4q3K30K5q6ZJ1qJB9	003_200526_dias_workflow_testing	user-garnerm	2020-05-26
project-Fq3pgXQ471XbXB7v7Fqk2vxV	003_200522_vcf2xls_testing	user-garnerm	2020-05-22
project-FqVjXPj40yYy1qj6K94KGBY4	003_200612_SentieonCustomAppExamples	user-jwahn	2020-06-12
project-Fv1Vzkj40qBfq0v38p7q50v8	003_200706_HGMD_2020.2	user-jwahn	2020-07-06
project-Fqkf7PQ41qv0YZ8G0KpqVGXF	003_200624_Nirvana_app_update	user-ykim	2020-06-24
project-Fvz8G904zZYYf1F19VZ4x4xx	003_200820_vcf2xls_1.2.2	user-ykim	2020-08-20
project-Fx3q4q84yjpf52Zv5f9y3GpB	003_200827_200812_M03595_0294_000000000-J4NWJ	user-garnerm	2020-08-27
project-Fx38X7j4P0zgKk5B3f9kZvPg	003_200826_dias-1.3.0	user-garnerm	2020-08-26
project-Fx4KkX04y758fG2VKPP7q9Qv	003_200828_dias-1.3.0	user-garnerm	2020-08-28
project-Fx76PbQ4p4Y7FV9f6qyk1bJ4	003_200901_STAR_apps	user-jwahn	2020-09-01
project-Fx548G04xkjk3Q4Z5g4GFpx6	003_200829_dias-1.3.0	user-garnerm	2020-08-29
project-Fx7vpkj4747Zf8Qy4gXQ7JfG	003_200902_dias-1.3.1	user-garnerm	2020-09-02
project-Fx8GQVQ4k0zj97GZBp3Gppvv	003_200212_Sentieon_Validation	user-jwahn	2020-09-03
project-FxVY6kQ40ygYkyJg5g1xpv6p	003_200917_iva_upload-1.0.0	user-ykim	2020-09-17
project-FxZvVvj4kqGVkFVkKF4k55jg	003_200922_vcf2xls-v1.2.4	user-ykim	2020-09-22
project-Fxb1fpj47BxGzZgYGZ5FVBg1	003_200914_M03595_0298_000000000-J6YM5	user-toutoua	2020-09-22
project-G2bv6k84Q2fFV5fp1vVFYV49	002_210518_K00178_0328_BHLFJ3BBXY_MYE	user-ccharalambous	2021-05-24
project-FxQ87Q04XGf2Fv572p26yG48	003_200915_dias-1.4.0	user-ykim	2020-09-15
project-Fx7764841qjZ2Yq57X33zPZP	003_200901_Marsden_RNA	user-jwahn	2020-09-01
project-Fy8kBq04pzyX2vZGPq5KF8bq	003_201022_dias_config_201022	user-ykim	2020-10-22
project-FyVFXk84qFkKg9zQ9GxX68gJ	003_201104_dias_single_workflow-v1.0.0	user-ykim	2020-11-04
project-FyGfpKj49Z82GqX157jkKv0g	003_201028_bam2fqs-v1.0.2	user-ykim	2020-10-28
project-Fyk5fFj4k39bz4vZ050qBQ1x	003_201116_dias_batch_running-v1.4.1	user-ykim	2020-11-16
project-G07zKb84zQV4g7242P010Qxv	003_210126_novaseq_dias	user-aishadahir	2021-01-26
project-G18J7j04fy6jgz3937gJ9JfG	002_210312_K00178_0315_AHL5GMBBXY2_MYE	user-ccharalambous	2021-03-16
project-G1pjbvQ4J1FKKV178J4j74Vk	002_210401_K00178_0321_AHLFKYBBXY_MYE	user-ccharalambous	2021-04-13
project-G1VX7204Fzb4Zpx7PFqQyPK1	003_210330_Snpsift_testing	user-ccharalambous	2021-03-30
project-G21BGP84q5JFYf168QjZ58Vz	003_210423_Uranus_Update_v1.3	user-ccharalambous	2021-04-23
project-G0Yx5vQ470pPkJyj3Fg4K8KP	003_210213_DeepVariant	user-garnerm	2021-02-13
project-Fz4Q15Q42Z9YjYk110b3vGYQ	003_201203_HGMD_2020.3	user-jwahn	2020-12-03
project-FyY7gJ844pFkXfBP96784k7q	003_201107_Twist_WES_Run1	user-garnerm	2020-11-07
project-FyZQk7j409P7QBB52FJ5F9qY	003_201109_eqa	user-jethror1	2020-11-09
project-Fy9G62Q4gk5784zB9xPpVFJ1	001_Monitoring	user-garnerm	2020-10-23
project-Fx33f5j4p6Jk5VK43fk77z2Y	003_200826_kasp-validation	user-garnerm	2020-08-26
project-Fy8kY284VGJK9ZBP3G7150Fv	003_201022_update_runfolders_v1.0.2	user-ykim	2020-10-22
project-FqbVv0Q4Y1bQKp69583VJjG3	003_200618_multi-fastqc	user-garnerm	2020-06-18
project-Fv67GK84pq1b0YZVKBYBy5JZ	003_200514_M03595_0280_000000000-J3P4D_snp_genotpying	user-garnerm	2020-07-13
project-Fq9zb4j4BKF4GBz40VqzXFf3	003_200507_K00178_0260_BHGGCGBBXY_clinicalgenetics_FAILED	user-garnerm	2020-05-31
project-Fv1bbG04Y8pJvx316GfyxGXF	003_200706_NxC_Nirvana	user-garnerm	2020-07-06
project-Fv25zJQ47Yg1gkFY9J2z9Pj0	003_200707_IC-Run3	user-garnerm	2020-07-07
project-Fv260b84XYbxvx316GfyzYkv	003_200707_IC-Run2	user-garnerm	2020-07-07
project-Fv261Y84KK69B4B78X3bpVK8	003_200707_IC-Run1	user-garnerm	2020-07-07
project-FqkKxFQ468jx1Yx65X02556J	003_200624_dias_batch_v1.2.3	user-garnerm	2020-06-24
project-Fqjppfj4kfy4k1P58fJ8G4kX	003_200623_multihappy	user-garnerm	2020-06-23
project-Fqk3fpQ49z5xyGy7KV39KFGG	003_200623_dias_batch_v1.2.2	user-garnerm	2020-06-23
project-Fqk5kB84bkk2Xb6g858pj25v	003_200623_update_runfolders_1.0.1	user-garnerm	2020-06-23
project-FqbQqf0410Fx6fjzPx7GB79F	003_200618_vcf2xls_nirvana_1.1.2	user-garnerm	2020-06-18
project-FpzvQf845Fbf15fqP583yyyB	003_200516_vcf2xls	user-garnerm	2020-05-16
project-Fp6jkV047929F85J44Zz2ZjP	003_200408_AppletSupport	user-jwahn	2020-04-08
